manv,hoten,gioitinh,ngaysinh,luong,maph,sdt,ngaybc
KD032,Vũ Kiên Khang,Nam,1979-06-02,11243296,KDA,0127131459,2018-05-17
QT021,Châu Hiếu Hùng,Nam,1984-10-13,7143796,QTA,0122193784,2011-09-26
KT028,Ngô Vĩnh Lâm,Nam,1987-12-26,10489722,KTA,0382676919,2021-10-08
KT029,Võ Phát Nam,Nam,1975-12-03,8123868,KTA,0165148865,2021-03-06
MK018,Kiều Vy Hạnh,Nữ,1968-12-12,12107365,MKA,0122469821,2019-11-23
TT029,Lê Trường Giang,Nam,1980-03-12,11863689,TCA,0391966861,2014-11-23
MK019,Cao Khánh Thanh,Nữ,1994-02-09,12210529,MKA,0324786058,2021-06-03
TT030,Tôn Hương Huyền,Nữ,1999-09-16,10748497,QTA,0169172057,2017-05-01
DV036,Mạc Phương Hiền,Nữ,1967-01-24,12418999,DVK,0366926774,2013-01-27
KT030,Ngô Khắc Đức,Nam,1989-05-30,8723039,KTA,0361329065,2014-03-29
KH023,Hà Thị Chi My,Nữ,1987-12-18,10205970,KHO,0168067754,2020-08-24
DV037,Phan Thị Dung Lan,Nữ,1970-11-11,9860673,DVK,0327211746,2023-09-10
DV038,Nguyễn Lâm Vinh,Nam,1988-03-09,10147648,DVK,0169910391,2012-11-28
QT022,Cao Lộc Quân,Nam,1970-04-22,9075105,QTA,0382069373,2012-04-08
KH024,Triệu Thị Bích Ngọc,Nữ,1980-10-25,8542911,KHO,0122054103,2019-07-05
TC025,Quách Vy Oanh,Nữ,1983-06-12,14513882,TCA,0322909801,2010-12-12
KH025,Đặng Quỳnh Phương,Nữ,1982-12-06,12089606,KHO,0169220251,2020-05-25
KT031,Mai Thị Bích Anh,Nữ,1993-07-05,9793240,KTA,0164739490,2010-08-26
TT031,Lê Thảo Trang,Nữ,1979-09-18,7695854,KHO,0382727367,2011-01-06
KD033,Phạm Tuyết Linh,Nữ,1993-02-22,7082828,KDA,0399326874,2011-11-14
DV039,Bùi Thị Bích Chi,Nữ,1966-02-16,11901860,DVK,0198523153,2020-12-05
TC026,Hồ Thị Thu Linh,Nữ,1998-10-03,6379193,TCA,0386806883,2023-12-18
KH026,Phan Thị Mai Ngân,Nữ,1979-10-21,8374299,KHO,0322466969,2020-10-18
TT032,Tôn Trung Hùng,Nam,1982-09-09,11731060,KDA,0362188941,2018-10-18
TC027,Từ Phong Lâm,Nam,1992-07-06,6018955,TCA,0369043356,2016-05-14
KD034,Võ Linh Vân,Nữ,1991-09-14,6679016,KDA,0395758145,2010-04-29
NS034,Châu Gia Tùng,Nam,1976-08-24,9871126,NSU,0194800064,2022-07-06
NS035,Phạm Thị Thu Nhung,Nữ,1991-03-01,14766433,NSU,0161734236,2011-08-26
DV040,Quách Thị Bích Giang,Nữ,1992-04-25,8370070,DVK,0129044640,2015-09-21
KD035,Hoàng Linh Uyên,Nữ,2000-11-07,11652616,KDA,0121918303,2022-12-20
MK020,Hoàng Kim Dung,Nữ,1991-09-09,7079586,MKA,0183484245,2011-08-26
KD036,Ngô Thị Tú Diễm,Nữ,1995-06-05,12848660,KDA,0188349858,2022-10-19
KD037,Lý Tâm Đạt,Nam,1999-07-03,12614764,KDA,0329723600,2016-07-13
TC028,Đỗ Thị Hạnh Ngân,Nữ,1989-10-21,11892478,TCA,0380629486,2019-08-30
MK021,Phạm Đình Hùng,Nam,1990-07-27,12158724,MKA,0192060905,2020-10-27
PR016,Thái Toàn Tùng,Nam,1989-10-30,11379944,PRC,0164288953,2021-05-06
DV041,Lê Bích Loan,Nữ,1967-06-09,10695044,DVK,0199234491,2012-05-15
NS036,Tạ Quý Lâm,Nam,1981-12-02,8875132,NSU,0395276638,2017-12-03
NS037,Cao Thị Hoa Anh,Nữ,1970-08-05,12139665,NSU,0187384294,2021-04-04
TT033,Thái Thị Tú Thu,Nữ,1975-01-01,8205439,TCA,0194385295,2021-10-31
DV042,Châu Quý Cường,Nam,1974-05-21,7723857,DVK,0165293026,2012-08-02
DV043,Ngô Thị Ngọc Uyên,Nữ,2000-04-08,14012608,DVK,0396212379,2018-05-06
MK022,Phan Phúc Nam,Nam,1981-04-25,6791321,MKA,0129738798,2011-06-11
KD038,Mai Văn Đạt,Nam,1973-02-09,9250210,KDA,0369750845,2015-01-19
MK023,Thái Nhân Duy,Nam,1997-05-31,12743367,MKA,0364238566,2011-06-27
KH027,Trần Vĩnh Cường,Nam,1972-11-12,13801788,KHO,0368167029,2015-01-10
NS038,Hồ Thanh Cường,Nam,1993-08-09,11073158,NSU,0382803543,2018-01-21
KD039,Hồ Thị Thu Liên,Nữ,1973-09-23,7859627,KDA,0369829768,2019-11-23
KD040,Tạ Thị Hiền Mỹ,Nữ,1973-01-25,14439285,KDA,0124601359,2022-09-30
MK024,Châu Thị Ánh Nga,Nữ,2000-12-14,12475296,MKA,0191335643,2019-03-16
PR017,Vũ Toàn Duy,Nam,1994-09-25,12909293,PRC,0127224969,2012-10-01
QT023,Lê Tiến Hiếu,Nam,1965-09-21,12096402,QTA,0199430893,2012-04-19
DV044,Trần Hiếu Chiến,Nam,1968-09-09,14335607,DVK,0123628306,2019-06-05
TC029,Đặng Thị Hiền Yến,Nữ,1981-12-01,9464779,TCA,0363532060,2015-12-09
HC039,Hoàng Thu Thảo,Nữ,1973-01-25,9150316,HCA,0126659893,2016-03-21
TC030,Hoàng Thị Quỳnh Ngọc,Nữ,1985-03-19,7752250,TCA,0184177368,2010-10-27
MK025,Cao Thị Hiền Trang,Nữ,1971-08-28,9761280,MKA,0191017253,2016-06-18
KT032,Dương Mai Hoa,Nữ,1969-06-26,14418081,KTA,0320388953,2020-05-29
PR018,Hồ Thị Linh Huyền,Nữ,1987-06-14,11824354,PRC,0123255686,2014-01-04
DV045,Đỗ Bá Việt,Nam,1986-05-14,11311187,DVK,0166372437,2017-05-26
NS039,Hà Châu Anh,Nữ,1969-01-07,12245661,NSU,0186360034,2010-11-09
KH028,Cao Thọ Phúc,Nam,1980-09-10,12234405,KHO,0322098480,2020-06-28
PR019,Hà Tấn Long,Nam,1974-06-18,14902392,PRC,0399551197,2018-06-30
PR020,Hà Thanh Yến,Nữ,1992-12-15,8550077,PRC,0389921321,2014-02-27
HC040,Vũ Hồng Mỹ,Nữ,1966-03-29,13422535,HCA,0365266330,2020-05-04
TC031,Từ Anh Trung,Nam,1970-02-01,9879946,TCA,0124950839,2014-03-15
HC041,Hoàng Thị Trang Thủy,Nữ,1988-05-01,8346471,HCA,0162651811,2021-12-04
NS040,Châu Thị Hiền Ngọc,Nữ,1990-07-27,11216297,NSU,0186239031,2013-08-12
HC042,Tạ Hưng Cường,Nam,1996-04-11,10677191,HCA,0363977414,2022-09-06
KH029,La Gia Cường,Nam,1995-01-14,11046037,KHO,0389904452,2010-07-25
DV046,Mạc Mỹ Thịnh,Nam,1995-02-16,7359338,DVK,0392052758,2020-06-21
TT034,Cao Thị Ngọc Tiên,Nữ,2000-09-20,14410746,PRC,0188022039,2020-06-28
KT033,La Nhân Chiến,Nam,1980-03-31,10655562,KTA,0389147379,2019-07-07
DV047,Bùi Công Trí,Nam,1972-12-26,10436384,DVK,0191927872,2020-07-31
TT035,Lý Thế Minh,Nam,1990-11-01,13927439,NSU,0367030725,2011-03-19
HC043,Châu Vượng Tuấn,Nam,1989-12-30,12359729,HCA,0183884205,2018-03-03
TC032,Nguyễn Vượng Minh,Nam,1994-04-12,13897920,TCA,0162532913,2021-07-01
KH030,Võ Lộc Anh,Nam,1975-08-24,13934393,KHO,0386492381,2016-08-14
NS041,Mai Trúc Mai,Nữ,1970-11-10,14296321,NSU,0369023867,2022-07-16
KD041,Lý Thị Ánh Anh,Nữ,1970-02-16,10160718,KDA,0120342875,2016-11-30
PR021,Võ Khánh Phương,Nữ,1998-10-24,8189997,PRC,0390045136,2014-10-22
DV048,Hồ Quý Khánh,Nam,1974-08-05,13095751,DVK,0165113640,2010-12-09
KD042,Nguyễn Toàn Trí,Nam,1976-07-11,14734435,KDA,0367044621,2021-12-16
KH031,Võ Hiếu Cường,Nam,1990-08-29,11932920,KHO,0328120263,2017-11-20
NS042,Triệu Phú Việt,Nam,1978-03-28,6008195,NSU,0169442047,2023-06-24
KT034,Hoàng Thiện Tuấn,Nam,1968-10-11,8654338,KTA,0363193886,2013-01-23
TT036,Trần Danh Việt,Nam,1979-03-31,13410482,KDA,0399515129,2012-02-28
MK026,Quách Châu Anh,Nữ,1992-11-17,11594875,MKA,0323727445,2022-09-19
MK027,Hà Thị Tú Hoa,Nữ,1980-09-18,11622243,MKA,0329497920,2022-08-14
KH032,Ngô Tuyết Hương,Nữ,1981-12-31,10105112,KHO,0320714408,2017-02-05
HC044,Phạm Thị Linh Uyên,Nữ,1997-05-06,13735192,HCA,0123718016,2023-05-26
KD043,Ngô Văn Bảo,Nam,1984-09-13,6163831,KDA,0163444349,2014-01-25
TT037,Vũ Lâm Bảo,Nam,1967-02-15,12360404,DVK,0129428085,2018-05-19
QT024,Mai Tài Tài,Nam,1965-09-15,9900179,QTA,0129973258,2012-04-07
QT025,Dương Thị Anh My,Nữ,1991-03-21,7387600,QTA,0190463449,2018-12-17
KT035,Quách Vy Tiên,Nữ,1980-10-31,10013781,KTA,0383792110,2021-12-15
TC033,Kiều Diệu Yến,Nữ,1967-07-16,14051757,TCA,0321498543,2023-12-15
MK028,La Diệp Anh,Nữ,1974-09-07,14058359,MKA,0394420462,2014-01-29
NS043,Từ Ánh Nhung,Nữ,1965-10-07,12828270,NSU,0381103685,2012-08-25
PR022,Trần Tuyết Yến,Nữ,1997-12-26,7741130,PRC,0393726230,2022-02-17
NS044,Vũ Khoa Thiện,Nam,1999-03-26,10249685,NSU,0195777061,2015-11-26
TC034,Ngô Thu Thanh,Nữ,1997-08-11,9565036,TCA,0382051741,2017-07-04
MK029,Từ Thị Mai Diễm,Nữ,1990-02-24,13390503,MKA,0363201521,2017-12-09
HC045,Mai Phong Nam,Nam,1979-07-12,8301041,HCA,0126701222,2016-05-21
TT038,Cao Thị Trang Thảo,Nữ,1975-09-19,8907891,DVK,0328006057,2011-11-29
PR023,Từ Thị Thu Thảo,Nữ,1993-02-23,11463796,PRC,0168515612,2012-12-26
KD044,Mai Thị Hương Trang,Nữ,1985-06-22,10147730,KDA,0163311131,2022-01-02
TC035,Châu Thị Hạnh Lan,Nữ,1972-11-25,9242586,TCA,0382665838,2021-07-30
KT036,Mạc Tấn Đức,Nam,1979-04-02,7944374,KTA,0328443654,2011-09-19
DV049,Phạm Thị Diễm Liên,Nữ,1984-04-18,14176198,DVK,0387708358,2010-12-02
TC036,Từ Quý Phong,Nam,1969-05-03,7309330,TCA,0169178797,2016-07-14
KT037,Tạ Tùng Hoàng,Nam,1973-07-07,9197947,KTA,0125582660,2022-12-23
MK030,Vũ Thị Chi Uyên,Nữ,1965-05-27,6921392,MKA,0322200492,2022-10-12
TC037,Trần Lan Trang,Nữ,1978-08-01,10762805,TCA,0328307197,2021-02-28
MK031,Tạ Khang Bình,Nam,1980-11-09,11761574,MKA,0164709864,2021-11-11
KD045,Đặng Kiên Khang,Nam,1997-01-02,8023231,KDA,0126234939,2014-07-01
MK032,Phan Thắng Duy,Nam,1966-05-08,6612087,MKA,0391288033,2020-09-27
KH033,Hoàng Thảo Nhung,Nữ,1982-10-31,14762000,KHO,0168312517,2020-05-15
QT026,Đặng Thọ Mạnh,Nam,1975-02-13,7749154,QTA,0360155943,2012-04-22
KD046,Mai Huy Hiếu,Nam,1972-02-08,12608135,KDA,0121613302,2019-09-07
TC038,Tạ Long Thịnh,Nam,1990-09-21,13904388,TCA,0167700901,2017-08-14
HC046,Từ Hồng Hà,Nữ,1994-03-07,13484591,HCA,0361027006,2017-12-25
QT027,Lý Công Khang,Nam,1982-12-14,11055540,QTA,0366094701,2011-04-30
TC039,Võ Quang Toàn,Nam,1994-05-07,11154185,TCA,0321733002,2016-10-11
KT038,Thái Thị Hiền Diệu,Nữ,1989-09-01,10783250,KTA,0192747850,2012-02-19
KD047,Từ Hồng Trinh,Nữ,1979-08-30,6777073,KDA,0398343818,2021-12-01
KD048,Đặng Long Tuấn,Nam,1996-01-05,14415587,KDA,0382148060,2021-06-25
QT028,Hoàng Thị Thu Hiền,Nữ,1966-06-28,10818121,QTA,0123383382,2019-12-23
NS045,Từ Sơn Đạt,Nam,2000-03-07,13083074,NSU,0399040815,2014-06-02
NS046,Triệu Thanh Anh,Nữ,1982-07-04,7403508,NSU,0125711513,2014-06-01
TC040,Hồ Quý Hoàng,Nam,1996-08-09,7538059,TCA,0193671478,2013-09-04
KH034,Phan Thị Tú Ngân,Nữ,1974-12-25,9906456,KHO,0189397589,2018-12-23
KT039,Trần Toàn Xuân,Nam,1988-04-04,14090398,KTA,0363677681,2020-11-09
TT039,Tạ Thanh Sơn,Nam,1981-11-14,12441512,TCA,0391401465,2022-01-21
TT040,Ngô Thị Dung Uyên,Nữ,1987-08-23,7467334,NSU,0196083784,2017-12-07
KT040,Hà Thành Quang,Nam,1996-10-14,8794584,KTA,0195787614,2022-02-18
TC041,Lý Uyên Tú,Nữ,1976-01-07,14003905,TCA,0184996601,2021-01-28
MK033,Kiều Nhân Thắng,Nam,1976-01-19,8755705,MKA,0188100786,2020-01-14
TC042,Quách Thắng Lâm,Nam,1983-04-28,14079506,TCA,0197292764,2013-05-25
KT041,Triệu Trúc Hương,Nữ,1965-11-16,9567415,KTA,0168061950,2015-10-06
KD049,Trịnh Diệu Huyền,Nữ,1977-10-22,11393706,KDA,0124746936,2016-06-06
QT029,Hà Tuyết Hương,Nữ,1978-08-28,13064075,QTA,0360547706,2013-03-05
DV050,Đỗ Quốc Xuân,Nam,1968-11-22,11734901,DVK,0124371925,2010-06-01
QT030,Nguyễn Hào Duy,Nam,1968-08-30,14478773,QTA,0187122088,2013-05-06
KT042,Mai Thị Ngọc Ánh,Nữ,1993-08-17,6392485,KTA,0386128655,2011-05-10
KH035,Hồ Thị Diễm Trinh,Nữ,1975-12-15,10096772,KHO,0195720850,2019-05-03
MK034,Quách Tuyết Giang,Nữ,1992-09-19,6924422,MKA,0123895016,2014-01-21
KH036,Trịnh Tuyết Trinh,Nữ,1966-10-03,13744708,KHO,0186465701,2020-03-08
KD050,Mạc Thị Chi Tú,Nữ,1969-06-07,10812086,KDA,0127119045,2012-08-03
KT043,Lý Thịnh Hoàng,Nam,1989-01-16,6872344,KTA,0129059821,2020-02-22
KD051,Dương Toàn Xuân,Nam,1966-08-16,6952715,KDA,0129152245,2011-02-28
TT041,Thái Phong Thắng,Nam,1977-06-17,8621534,MKA,0322836853,2023-08-24
PR024,Hà Diệp Mai,Nữ,1980-04-30,9236114,PRC,0322775520,2015-02-09
KD052,Châu Liêm Long,Nam,1986-05-05,6837237,KDA,0164216197,2012-06-19
KT044,Tạ Liêm Hải,Nam,1980-12-22,13803386,KTA,0390532103,2014-09-07
KH037,Mai Trúc Chi,Nữ,1979-10-14,13926028,KHO,0365806798,2019-04-03
KH038,Thái Minh Khánh,Nam,1988-04-08,7288838,KHO,0167088459,2010-04-17
KT045,La Tấn Dũng,Nam,1990-02-17,11824787,KTA,0190211894,2018-04-06
KT046,Châu Cảnh Cường,Nam,1970-05-14,12107766,KTA,0169131874,2018-11-09
TC043,Đặng Lâm Quang,Nam,1999-01-02,11893176,TCA,0181943969,2010-08-12
TC044,Thái Bích My,Nữ,1983-08-22,12777869,TCA,0395522472,2020-08-23
TT042,Nguyễn Châu Thanh,Nữ,2000-07-27,13939376,HCA,0368441138,2014-08-18
QT031,Nguyễn Bá Xuân,Nam,1991-11-05,8448080,QTA,0325204335,2012-12-15
MK035,Dương Lộc Quang,Nam,1968-04-24,10809853,MKA,0360255410,2014-03-13
KT047,Phạm Liêm Duy,Nam,1967-08-06,9341586,KTA,0397187727,2019-05-07
DV051,Nguyễn Sơn Quang,Nam,1983-05-12,9904522,DVK,0362332084,2012-03-15
TC045,Bùi Khoa Tùng,Nam,1969-07-29,9860518,TCA,0162591318,2020-03-18
NS047,Mạc Thị Trang Nhung,Nữ,1976-06-15,12754607,NSU,0182947140,2014-10-09
PR025,Phan Xuân Hùng,Nam,1981-03-27,6601236,PRC,0320245372,2019-08-26
DV052,Hà Ngọc Thu,Nữ,1970-06-27,13092494,DVK,0190386173,2011-12-03
HC047,Châu Thái Hùng,Nam,1984-08-17,6182057,HCA,0363510858,2018-08-09
KH039,Mạc Thị Chi,Nữ,1976-01-05,6265307,KHO,0169967895,2014-11-23
NS048,Hoàng Thắng Thiện,Nam,1966-08-06,13965069,NSU,0391031032,2015-05-23
TT043,Trần Khoa Vinh,Nam,1985-09-26,12095037,PRC,0396805652,2016-10-20
TC046,Phạm Vượng Khánh,Nam,1993-03-19,12945366,TCA,0325161706,2023-10-25
KT048,Bùi Gia Quang,Nam,1968-03-26,8136477,KTA,0325687627,2017-09-05
PR026,Mạc Tuấn Quang,Nam,1987-07-07,6244622,PRC,0394616856,2014-11-01
QT032,Phan Thị Quỳnh Chi,Nữ,1978-07-08,14178125,QTA,0369987106,2013-03-26
KH040,Dương Khánh Hoàng,Nam,1986-12-11,6844991,KHO,0329738269,2023-02-10
NS049,Trần Tuyết Hà,Nữ,1980-08-07,7870676,NSU,0168587801,2019-09-17
KD053,Châu Thị Hiền Chi,Nữ,1990-10-01,8246452,KDA,0367487358,2019-02-08
PR027,Đặng Tuyết Trinh,Nữ,1996-06-17,14341260,PRC,0122714361,2019-09-26
NS050,Mai Lan My,Nữ,1999-12-26,8923314,NSU,0395818159,2022-03-19
DV053,Bùi Thị Thu Mỹ,Nữ,1975-04-05,9299416,DVK,0329010148,2016-08-27
KT049,La Khoa Khánh,Nam,1989-02-19,9998181,KTA,0190627325,2022-10-30
NS051,Kiều Chí Quang,Nam,1984-07-15,11204793,NSU,0321755083,2019-06-29
HC048,Thái Thắng Hải,Nam,1987-05-29,6890454,HCA,0192636887,2016-10-19
QT033,Lê Phương Trang,Nữ,1987-12-29,12672866,QTA,0121522120,2014-03-15
HC049,Mai Thanh Anh,Nam,1967-09-01,6098080,HCA,0121590023,2012-01-26
HC050,Cao Cảnh Bảo,Nam,1965-02-10,14046972,HCA,0369951747,2017-05-19
TT044,La Khang Phúc,Nam,1991-03-30,12220743,QTA,0360970111,2013-01-29
MK036,Trịnh Trí Hiếu,Nam,1987-04-24,8442456,MKA,0166121094,2014-09-17
MK037,Trịnh Lương Phúc,Nam,1986-04-20,9630521,MKA,0199035580,2023-08-19
DV054,Triệu Đình Tài,Nam,2000-09-27,9533350,DVK,0124848389,2017-02-03
TC047,Đỗ Khánh Thảo,Nữ,1965-10-04,11239281,TCA,0122157779,2017-06-24
TC048,Trần Quỳnh Linh,Nữ,1978-07-28,11639727,TCA,0160513872,2020-02-28
PR028,Hà Bích Kim,Nữ,1992-09-29,12938193,PRC,0326026966,2013-11-15
KT050,Cao Thị Trang Thủy,Nữ,1967-12-25,12621740,KTA,0120702085,2017-09-23
TC049,Đỗ Thế Phong,Nam,1986-12-22,9847679,TCA,0166718355,2018-11-18
QT034,Đỗ Thu Hoa,Nữ,1980-07-20,12497600,QTA,0169243389,2011-05-17
NS052,Châu My Uyên,Nữ,1971-07-10,7838191,NSU,0183370564,2023-03-15
QT035,Tạ Thị Thu Hiền,Nữ,1990-07-15,9380901,QTA,0398484015,2019-09-19
PR029,Triệu Thị Phương Hạnh,Nữ,1978-11-30,7300214,PRC,0385892255,2018-06-13
MK038,Phan Tấn Hiếu,Nam,1998-03-24,14828101,MKA,0197591330,2014-08-10
KT051,Cao Thị Hạnh Yến,Nữ,1976-04-30,6108355,KTA,0362545138,2010-03-02
DV055,La Mạnh Đức,Nam,1999-08-05,7800913,DVK,0167301632,2011-06-04
KD054,Võ Bích Giang,Nữ,1991-12-11,10612398,KDA,0385072387,2021-04-24
MK039,Cao Cảnh Long,Nam,1978-07-23,10289860,MKA,0193642207,2011-01-16
TT045,Hà Thành Xuân,Nam,1966-05-03,11687731,QTA,0321545750,2018-05-13
QT036,Lê Thị Hiền Dung,Nữ,1979-08-04,13577155,QTA,0123077621,2011-08-12
QT037,Châu Hào Hải,Nam,1991-11-04,6267072,QTA,0383950101,2012-05-10
MK040,Châu Tuyết Hiền,Nữ,1985-11-03,12753436,MKA,0389140490,2016-03-23
TT046,Kiều Thị Bích Oanh,Nữ,1988-03-25,7138067,TCA,0198571530,2014-07-16
NS053,Bùi Uyên Yến,Nữ,1971-10-25,13687686,NSU,0391595818,2016-06-11
DV056,Vũ Việt Anh,Nam,1996-10-06,12151156,DVK,0394844936,2017-09-05
KH041,Võ Thị Nga Phương,Nữ,2000-04-16,8975022,KHO,0162668600,2018-04-15
PR030,Hồ Thị Hoa Hoa,Nữ,1979-12-01,8542481,PRC,0128089589,2017-09-15
NS054,Mai Khoa Anh,Nam,1966-02-08,12940927,NSU,0394915746,2020-09-04
TT047,Trịnh Dũng Sơn,Nam,1977-01-02,9322667,MKA,0369771456,2017-04-19
KD055,Phan Thị Anh Thanh,Nữ,1986-09-12,14690860,KDA,0169114408,2015-05-22
PR031,Phạm Hoàng Long,Nam,1979-08-03,11881679,PRC,0398059935,2018-11-03
MK041,Tôn Thảo Ngân,Nữ,1973-10-01,8499442,MKA,0123927469,2019-09-02
PR032,Trần Thị Lan Ngọc,Nữ,1966-01-15,14463526,PRC,0366875714,2011-12-29
TC050,Vũ Thị Nga Hương,Nữ,2000-04-15,12619788,TCA,0196217230,2010-03-16
KH042,Dương Thị Phương Bích,Nữ,1985-01-16,10971160,KHO,0393137680,2023-07-24
TC051,Châu Thị Nga Quỳnh,Nữ,1987-07-04,6078697,TCA,0380462058,2014-07-17
PR033,Dương Thị Thảo Ngọc,Nữ,1999-02-12,7312785,PRC,0326733414,2020-04-03
QT038,Thái Quỳnh Thủy,Nữ,1972-12-27,14348226,QTA,0382006527,2014-07-24
TT048,Đặng Khoa Trung,Nam,1986-04-05,10918350,HCA,0190866458,2014-07-14
TC052,Trịnh Hào Trí,Nam,1978-05-04,12989303,TCA,0186685601,2013-09-27
KD056,Mạc Thị Uyên Loan,Nữ,2000-11-27,6150790,KDA,0384444035,2013-04-21
PR034,Quách Hưng Hiếu,Nam,1987-12-10,9411944,PRC,0329431465,2023-05-18
HC051,Đỗ Thị Trang Ngân,Nữ,1982-09-06,7366861,HCA,0162619763,2021-02-06
HC052,Nguyễn Duy Sơn,Nam,1991-08-01,7670414,HCA,0199280980,2021-03-20
KT052,Phan Hào Anh,Nam,1997-10-12,9380945,KTA,0391885590,2016-07-31
QT039,Hoàng Quỳnh My,Nữ,1973-05-05,12607401,QTA,0190659896,2011-06-19
NS055,Trịnh Thị Thảo Dung,Nữ,1991-03-14,11706859,NSU,0399988251,2022-04-17
KD057,Châu Thị Hiền Quỳnh,Nữ,1980-11-24,7610935,KDA,0323355794,2023-07-09
MK042,Đặng Anh Tài,Nam,1989-09-12,10960323,MKA,0384490063,2021-05-09
MK043,Mạc Khánh Huyền,Nữ,1971-11-11,11949295,MKA,0394309491,2023-08-12
KT053,Ngô Chí Đức,Nam,1987-08-25,10932525,KTA,0365487299,2013-06-30
TT049,Dương Phú Phúc,Nam,1971-03-17,7339330,KDA,0398017486,2022-10-06
TC053,Lê Thảo Hoa,Nữ,1971-09-14,12920092,TCA,0322155093,2013-04-01
MK044,La Lương Vinh,Nam,1977-11-03,6051983,MKA,0196015629,2016-12-19
KT054,Ngô Thị Phương Thu,Nữ,1976-06-10,9613387,KTA,0367696220,2014-07-28
NS056,Lê Danh Long,Nam,1990-11-19,10388555,NSU,0326938709,2021-02-07
KD058,Lương Khánh Thắng,Nam,1991-11-14,10450771,KDA,0194159588,2014-06-15
KT055,Vũ Hải Quân,Nam,1970-02-02,12666871,KTA,0380837033,2017-08-15
KD059,Hồ Thảo Hiền,Nữ,1979-03-18,14391692,KDA,0167388159,2011-11-06
TC054,Trần Ngọc Hương,Nữ,1998-11-27,13940156,TCA,0199954434,2011-07-28
KH043,Bùi Vy Trinh,Nữ,1967-03-22,12676437,KHO,0164033793,2010-03-02
DV057,Hoàng Thị Lan Ánh,Nữ,1971-11-25,10603812,DVK,0367500715,2012-02-04
HC053,Lý Phát Mạnh,Nam,1982-06-20,10386357,HCA,0395519843,2023-08-24
DV058,Triệu Ngọc Linh,Nữ,1970-06-30,10400571,DVK,0195223339,2015-10-05
KH044,Phạm Cường Bình,Nam,1997-10-23,9260619,KHO,0392237517,2023-05-20
HC054,Triệu Thế Khang,Nam,1983-02-13,9739646,HCA,0367568511,2011-04-23
KD060,Cao Thọ Minh,Nam,1979-08-12,8191327,KDA,0381670205,2017-04-24
MK045,Mạc Thị Chi Ánh,Nữ,1993-04-09,6235717,MKA,0322070755,2012-06-23
QT040,Vũ Lương Mạnh,Nam,1992-06-16,6347075,QTA,0360500211,2015-08-05
DV059,Mạc Hiển Trung,Nam,1978-08-04,13605385,DVK,0161211296,2019-02-26
HC055,Mạc Thị Trang Tiên,Nữ,1977-10-07,11899504,HCA,0363668178,2014-07-19
DV060,Bùi Khánh Tuấn,Nam,1974-06-24,9448542,DVK,0194087454,2016-02-26
NS057,Võ Bảo Hưng,Nam,1980-07-08,6555722,NSU,0196886488,2010-08-22
QT041,Lý My Tú,Nữ,1975-01-05,12934640,QTA,0364770618,2019-07-31
NS058,Mạc Đình Tùng,Nam,1994-06-11,14334398,NSU,0327640429,2012-07-15
MK046,Triệu Tiến Bảo,Nam,1984-02-07,7856331,MKA,0188985444,2014-11-26
NS059,Triệu Tùng Giang,Nam,1968-10-30,14069540,NSU,0167760403,2018-06-30
TT050,Hồ Thái Thịnh,Nam,1976-09-25,9291066,MKA,0381364422,2016-11-04
TT051,Vũ Xuân Nam,Nam,1973-02-23,14213463,KHO,0128022260,2022-01-14
KD061,Lê Thị Ánh Hạnh,Nữ,1974-04-23,6536054,KDA,0321872582,2022-03-28
KH045,Mạc Kiên Giang,Nam,1995-02-26,8416619,KHO,0362818919,2019-01-02
KH046,Đỗ Lan Huyền,Nữ,1997-06-24,6518089,KHO,0323470868,2017-11-10
QT042,Mạc Quang Vinh,Nam,1968-05-06,9806294,QTA,0126633851,2019-12-15
NS060,Hà Hào Trung,Nam,1978-06-03,11776624,NSU,0382281065,2010-12-17
DV061,Bùi Đại Đức,Nam,1984-02-14,10353702,DVK,0121587634,2022-10-24
PR035,Đặng Quang Thắng,Nam,1972-11-13,6946146,PRC,0192132273,2012-12-23
KH047,Võ Yến Hương,Nữ,1977-01-12,10636173,KHO,0365901512,2016-09-08
QT043,Trần Thị Mai Dung,Nữ,1979-02-15,11943976,QTA,0123403059,2015-05-14
KT056,Quách Thị Dung Nhung,Nữ,1995-02-09,6610483,KTA,0182489495,2023-06-20
PR036,Phạm Linh Diễm,Nữ,1971-01-25,12110199,PRC,0180001260,2010-01-20
HC056,Tôn Thị Chi Trinh,Nữ,1966-10-04,13437088,HCA,0385677258,2020-12-19
MK047,Hồ Long Thịnh,Nam,1998-02-14,6343784,MKA,0397171323,2013-08-05
KT057,Tạ Hữu Duy,Nam,1971-11-08,10693447,KTA,0325223998,2014-10-03
KD062,Tạ Đạt Hoàng,Nam,1971-10-18,12124416,KDA,0160177366,2021-01-30
QT044,Hoàng Ngọc Oanh,Nữ,1997-12-04,8684953,QTA,0122456337,2017-12-12
DV062,Phan Thị Hiền Hoa,Nữ,1992-02-02,6852020,DVK,0361487701,2021-03-12
PR037,Dương Hữu Kiên,Nam,1990-05-13,7430116,PRC,0380420281,2017-05-21
KH048,Phạm Lan Tiên,Nữ,1996-01-09,14214670,KHO,0362688749,2020-03-04
HC057,Đỗ Diệp Thủy,Nữ,1982-05-17,7899418,HCA,0197270041,2018-08-10
MK048,Dương Tâm Phúc,Nam,1977-07-20,11875758,MKA,0193962664,2016-08-14
